,Skill Moves,Position,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle
4957,2.0,8,73.0,190,45.0,27.0,68.0,68.0,40.0,56.0,32.0,25.0,62.0,67.0,73.0,74.0,68.0,62.0,62.0,65.0,78.0,71.0,76.0,22.0,70.0,68.0,35.0,52.0,41.0,59.0,72.0,68.0,67.0
4958,2.0,5,69.0,179,74.0,59.0,60.0,67.0,73.0,61.0,74.0,75.0,72.0,72.0,52.0,50.0,62.0,72.0,71.0,87.0,73.0,76.0,74.0,77.0,85.0,66.0,65.0,68.0,81.0,76.0,68.0,70.0,66.0
4959,2.0,8,76.0,179,36.0,23.0,70.0,58.0,25.0,35.0,26.0,19.0,58.0,56.0,54.0,66.0,46.0,61.0,48.0,34.0,33.0,51.0,83.0,27.0,75.0,68.0,28.0,50.0,36.0,70.0,73.0,72.0,70.0
4960,1.0,4,75.0,176,13.0,12.0,12.0,29.0,11.0,12.0,12.0,12.0,25.0,21.0,30.0,30.0,43.0,64.0,37.0,21.0,41.0,29.0,48.0,12.0,33.0,10.0,11.0,43.0,23.0,58.0,23.0,10.0,12.0
4961,2.0,8,76.0,194,37.0,24.0,76.0,56.0,31.0,40.0,29.0,30.0,36.0,50.0,34.0,52.0,42.0,64.0,42.0,55.0,63.0,75.0,88.0,25.0,70.0,60.0,28.0,45.0,43.0,67.0,73.0,70.0,65.0
4962,3.0,12,74.0,170,66.0,67.0,65.0,71.0,63.0,71.0,69.0,70.0,62.0,70.0,65.0,70.0,62.0,68.0,55.0,72.0,65.0,62.0,72.0,70.0,52.0,39.0,69.0,70.0,62.0,66.0,53.0,43.0,38.0
4963,3.0,12,66.0,141,68.0,63.0,43.0,69.0,47.0,74.0,70.0,57.0,67.0,70.0,82.0,73.0,84.0,63.0,90.0,61.0,71.0,64.0,45.0,56.0,48.0,50.0,60.0,73.0,51.0,60.0,31.0,57.0,55.0
4964,3.0,5,72.0,172,64.0,52.0,59.0,73.0,50.0,66.0,59.0,49.0,70.0,72.0,58.0,55.0,63.0,70.0,52.0,68.0,63.0,67.0,70.0,70.0,72.0,65.0,62.0,71.0,58.0,74.0,64.0,68.0,62.0
4965,3.0,5,70.0,168,47.0,50.0,52.0,74.0,42.0,67.0,49.0,40.0,71.0,71.0,68.0,54.0,77.0,67.0,74.0,62.0,48.0,78.0,61.0,64.0,68.0,70.0,65.0,66.0,41.0,63.0,69.0,67.0,64.0
4966,2.0,8,73.0,179,64.0,25.0,68.0,65.0,40.0,56.0,57.0,58.0,61.0,67.0,54.0,53.0,53.0,60.0,63.0,58.0,70.0,50.0,72.0,47.0,74.0,64.0,44.0,54.0,36.0,60.0,73.0,70.0,71.0
4967,3.0,11,71.0,159,50.0,54.0,57.0,73.0,67.0,64.0,50.0,70.0,76.0,73.0,48.0,37.0,65.0,55.0,60.0,72.0,63.0,74.0,76.0,74.0,62.0,69.0,61.0,72.0,62.0,62.0,55.0,70.0,69.0
4968,2.0,8,76.0,196,58.0,30.0,70.0,56.0,29.0,56.0,48.0,36.0,54.0,58.0,46.0,53.0,35.0,70.0,32.0,60.0,33.0,68.0,91.0,46.0,60.0,70.0,49.0,39.0,42.0,57.0,70.0,72.0,70.0
4969,3.0,19,71.0,154,64.0,37.0,54.0,69.0,41.0,72.0,56.0,51.0,61.0,69.0,66.0,60.0,64.0,71.0,69.0,52.0,68.0,78.0,67.0,34.0,70.0,68.0,62.0,53.0,62.0,64.0,70.0,71.0,71.0
4970,3.0,1,72.0,183,68.0,67.0,50.0,61.0,58.0,76.0,75.0,71.0,53.0,73.0,82.0,83.0,75.0,68.0,66.0,77.0,56.0,57.0,73.0,74.0,47.0,28.0,67.0,50.0,44.0,63.0,21.0,34.0,23.0
4971,2.0,8,76.0,201,38.0,42.0,71.0,65.0,30.0,48.0,21.0,39.0,65.0,52.0,35.0,39.0,31.0,64.0,43.0,54.0,69.0,53.0,88.0,34.0,77.0,64.0,54.0,52.0,60.0,61.0,70.0,69.0,65.0
4972,3.0,1,70.0,170,56.0,73.0,70.0,56.0,66.0,65.0,62.0,52.0,38.0,69.0,72.0,64.0,75.0,63.0,69.0,70.0,75.0,67.0,71.0,68.0,70.0,20.0,75.0,58.0,77.0,69.0,31.0,32.0,23.0
4973,1.0,4,75.0,216,13.0,12.0,14.0,34.0,17.0,19.0,13.0,19.0,32.0,20.0,42.0,43.0,44.0,67.0,52.0,23.0,71.0,35.0,72.0,20.0,30.0,18.0,13.0,29.0,16.0,50.0,16.0,15.0,15.0
4974,3.0,1,78.0,192,63.0,70.0,77.0,66.0,68.0,63.0,46.0,39.0,49.0,66.0,55.0,55.0,45.0,69.0,34.0,73.0,34.0,61.0,83.0,63.0,62.0,22.0,69.0,61.0,68.0,67.0,18.0,24.0,23.0
4975,2.0,19,72.0,157,74.0,29.0,51.0,72.0,22.0,57.0,60.0,65.0,54.0,72.0,71.0,68.0,60.0,72.0,63.0,66.0,61.0,53.0,66.0,65.0,59.0,70.0,49.0,53.0,43.0,55.0,69.0,70.0,71.0
4976,3.0,16,68.0,154,68.0,68.0,59.0,68.0,75.0,74.0,58.0,62.0,60.0,70.0,76.0,77.0,78.0,77.0,78.0,75.0,67.0,60.0,59.0,71.0,49.0,16.0,59.0,65.0,62.0,60.0,35.0,19.0,14.0
4977,1.0,4,75.0,203,11.0,11.0,13.0,39.0,11.0,15.0,13.0,12.0,32.0,35.0,41.0,46.0,51.0,66.0,48.0,27.0,68.0,29.0,63.0,12.0,21.0,25.0,13.0,40.0,42.0,46.0,22.0,11.0,16.0
4978,1.0,4,76.0,192,11.0,11.0,11.0,21.0,11.0,11.0,11.0,11.0,14.0,24.0,41.0,32.0,39.0,64.0,44.0,22.0,70.0,36.0,70.0,11.0,34.0,17.0,13.0,44.0,13.0,59.0,15.0,11.0,11.0
4979,2.0,8,75.0,192,32.0,38.0,72.0,66.0,28.0,41.0,27.0,30.0,63.0,61.0,54.0,50.0,51.0,65.0,37.0,53.0,64.0,66.0,85.0,40.0,59.0,66.0,34.0,37.0,31.0,62.0,69.0,73.0,65.0
4980,3.0,3,68.0,150,61.0,68.0,52.0,68.0,51.0,72.0,61.0,49.0,57.0,67.0,83.0,89.0,93.0,57.0,84.0,57.0,73.0,74.0,59.0,60.0,45.0,37.0,70.0,67.0,52.0,54.0,31.0,36.0,38.0
4981,1.0,4,72.0,154,13.0,14.0,19.0,35.0,11.0,20.0,15.0,14.0,37.0,33.0,43.0,45.0,53.0,69.0,60.0,44.0,69.0,31.0,53.0,16.0,26.0,16.0,11.0,46.0,37.0,46.0,12.0,18.0,11.0
4982,3.0,3,72.0,159,65.0,76.0,66.0,63.0,57.0,70.0,59.0,57.0,38.0,71.0,81.0,79.0,83.0,72.0,71.0,71.0,67.0,82.0,63.0,65.0,50.0,49.0,71.0,55.0,68.0,67.0,43.0,24.0,28.0
4983,3.0,11,68.0,154,63.0,35.0,57.0,69.0,30.0,67.0,76.0,73.0,70.0,67.0,71.0,68.0,75.0,68.0,75.0,67.0,86.0,78.0,62.0,59.0,73.0,70.0,57.0,70.0,67.0,67.0,62.0,68.0,71.0
4984,3.0,1,74.0,176,43.0,71.0,67.0,58.0,65.0,64.0,56.0,61.0,46.0,67.0,69.0,74.0,69.0,69.0,58.0,68.0,64.0,75.0,79.0,60.0,70.0,21.0,73.0,61.0,71.0,64.0,24.0,23.0,29.0
4985,3.0,19,70.0,152,77.0,59.0,69.0,70.0,35.0,75.0,68.0,35.0,70.0,73.0,79.0,77.0,75.0,61.0,76.0,60.0,72.0,67.0,52.0,55.0,62.0,63.0,57.0,54.0,37.0,59.0,65.0,73.0,63.0
4986,3.0,1,70.0,159,45.0,75.0,66.0,55.0,62.0,64.0,44.0,42.0,42.0,67.0,75.0,77.0,69.0,63.0,68.0,74.0,83.0,67.0,73.0,65.0,49.0,17.0,65.0,52.0,59.0,67.0,22.0,21.0,18.0
4987,3.0,3,74.0,179,61.0,70.0,71.0,68.0,71.0,66.0,63.0,66.0,54.0,67.0,52.0,63.0,37.0,68.0,63.0,70.0,73.0,60.0,77.0,70.0,70.0,35.0,73.0,70.0,72.0,62.0,37.0,21.0,23.0
4988,3.0,12,72.0,163,68.0,59.0,48.0,72.0,67.0,73.0,65.0,73.0,66.0,71.0,51.0,55.0,63.0,68.0,64.0,54.0,49.0,47.0,46.0,65.0,63.0,48.0,68.0,76.0,71.0,71.0,10.0,47.0,44.0
4989,3.0,3,68.0,139,62.0,65.0,62.0,69.0,62.0,73.0,35.0,27.0,50.0,76.0,81.0,75.0,68.0,68.0,82.0,69.0,70.0,51.0,52.0,68.0,34.0,16.0,70.0,56.0,62.0,50.0,41.0,12.0,14.0
4990,2.0,8,73.0,174,58.0,45.0,70.0,67.0,41.0,49.0,45.0,58.0,62.0,61.0,67.0,69.0,61.0,59.0,44.0,66.0,77.0,65.0,79.0,48.0,77.0,65.0,55.0,54.0,53.0,69.0,65.0,67.0,69.0
4991,3.0,5,69.0,154,65.0,46.0,54.0,74.0,45.0,67.0,72.0,63.0,66.0,72.0,64.0,57.0,73.0,66.0,74.0,74.0,60.0,76.0,57.0,68.0,62.0,61.0,59.0,72.0,63.0,71.0,57.0,63.0,58.0
4992,3.0,5,73.0,181,70.0,58.0,72.0,70.0,73.0,63.0,73.0,75.0,72.0,72.0,52.0,55.0,60.0,68.0,53.0,81.0,62.0,78.0,70.0,72.0,73.0,66.0,62.0,63.0,74.0,73.0,58.0,69.0,63.0
4993,3.0,5,70.0,148,66.0,69.0,57.0,72.0,62.0,69.0,70.0,72.0,67.0,72.0,75.0,69.0,70.0,66.0,70.0,66.0,52.0,75.0,67.0,69.0,57.0,63.0,72.0,74.0,66.0,73.0,51.0,49.0,44.0
4994,2.0,19,74.0,183,73.0,61.0,70.0,61.0,53.0,65.0,55.0,53.0,60.0,70.0,63.0,64.0,58.0,64.0,55.0,69.0,78.0,76.0,73.0,66.0,57.0,68.0,61.0,62.0,50.0,64.0,68.0,72.0,70.0
4995,2.0,8,74.0,168,50.0,40.0,62.0,62.0,44.0,54.0,37.0,37.0,59.0,58.0,59.0,64.0,60.0,57.0,66.0,51.0,73.0,72.0,72.0,53.0,79.0,69.0,47.0,49.0,48.0,48.0,71.0,72.0,73.0
4996,3.0,19,72.0,159,71.0,53.0,58.0,69.0,54.0,69.0,70.0,66.0,65.0,67.0,77.0,75.0,74.0,61.0,71.0,68.0,64.0,82.0,63.0,60.0,71.0,63.0,62.0,63.0,66.0,66.0,72.0,68.0,65.0
4997,2.0,8,75.0,181,32.0,28.0,77.0,70.0,25.0,24.0,53.0,37.0,70.0,60.0,31.0,30.0,31.0,63.0,53.0,28.0,65.0,64.0,82.0,24.0,61.0,74.0,37.0,54.0,42.0,72.0,65.0,72.0,59.0
4998,3.0,5,72.0,168,73.0,66.0,49.0,71.0,63.0,67.0,68.0,65.0,67.0,70.0,78.0,77.0,82.0,67.0,67.0,76.0,59.0,80.0,66.0,67.0,53.0,65.0,70.0,73.0,61.0,71.0,59.0,59.0,63.0
4999,3.0,5,70.0,159,68.0,65.0,60.0,69.0,57.0,68.0,69.0,71.0,70.0,68.0,71.0,73.0,74.0,66.0,70.0,69.0,71.0,74.0,62.0,66.0,70.0,64.0,70.0,72.0,48.0,71.0,61.0,61.0,57.0
5000,2.0,1,72.0,168,39.0,76.0,79.0,62.0,58.0,52.0,28.0,32.0,51.0,62.0,64.0,62.0,64.0,65.0,67.0,78.0,78.0,69.0,79.0,66.0,53.0,28.0,70.0,56.0,65.0,60.0,30.0,32.0,23.0
5001,2.0,8,71.0,181,45.0,29.0,71.0,59.0,42.0,42.0,44.0,47.0,57.0,55.0,55.0,45.0,54.0,68.0,46.0,62.0,91.0,45.0,73.0,33.0,71.0,65.0,26.0,42.0,40.0,50.0,68.0,74.0,73.0
5002,1.0,4,74.0,187,19.0,19.0,14.0,30.0,14.0,22.0,15.0,20.0,28.0,27.0,55.0,50.0,47.0,69.0,48.0,30.0,64.0,40.0,78.0,13.0,26.0,18.0,17.0,55.0,26.0,63.0,19.0,16.0,18.0
5003,3.0,19,73.0,181,68.0,25.0,64.0,63.0,29.0,64.0,64.0,62.0,63.0,67.0,76.0,76.0,73.0,63.0,75.0,70.0,70.0,83.0,69.0,64.0,66.0,65.0,64.0,59.0,41.0,56.0,70.0,69.0,68.0
5004,3.0,16,72.0,154,70.0,63.0,55.0,66.0,61.0,66.0,68.0,67.0,64.0,68.0,81.0,93.0,81.0,61.0,61.0,66.0,59.0,71.0,67.0,61.0,69.0,48.0,65.0,66.0,60.0,67.0,41.0,38.0,36.0
5005,3.0,16,69.0,159,67.0,65.0,49.0,66.0,58.0,71.0,69.0,65.0,65.0,69.0,84.0,85.0,88.0,65.0,78.0,71.0,66.0,68.0,58.0,66.0,68.0,34.0,65.0,63.0,69.0,66.0,51.0,19.0,25.0
5006,1.0,4,72.0,185,11.0,15.0,12.0,29.0,13.0,18.0,19.0,12.0,25.0,15.0,37.0,44.0,33.0,61.0,65.0,21.0,67.0,36.0,65.0,12.0,15.0,24.0,14.0,64.0,21.0,68.0,18.0,12.0,14.0
5007,4.0,12,68.0,134,63.0,65.0,45.0,65.0,60.0,78.0,75.0,81.0,71.0,75.0,69.0,67.0,85.0,61.0,86.0,65.0,46.0,54.0,49.0,70.0,30.0,29.0,59.0,70.0,70.0,68.0,26.0,23.0,23.0
5008,2.0,19,69.0,168,58.0,24.0,53.0,63.0,30.0,46.0,34.0,66.0,49.0,62.0,72.0,76.0,71.0,68.0,72.0,53.0,65.0,78.0,71.0,38.0,61.0,77.0,57.0,48.0,37.0,63.0,76.0,70.0,68.0
5009,3.0,12,70.0,170,62.0,57.0,61.0,70.0,61.0,68.0,59.0,62.0,74.0,69.0,73.0,70.0,76.0,65.0,66.0,69.0,62.0,75.0,76.0,73.0,76.0,68.0,71.0,73.0,62.0,67.0,52.0,68.0,70.0
5010,2.0,8,74.0,165,32.0,36.0,72.0,58.0,11.0,35.0,43.0,38.0,57.0,55.0,42.0,59.0,67.0,68.0,60.0,66.0,77.0,74.0,88.0,46.0,70.0,68.0,43.0,50.0,45.0,55.0,55.0,72.0,72.0
5011,2.0,11,72.0,174,53.0,54.0,61.0,67.0,54.0,61.0,66.0,55.0,70.0,66.0,69.0,72.0,72.0,66.0,60.0,65.0,72.0,75.0,75.0,65.0,70.0,70.0,62.0,67.0,63.0,53.0,68.0,70.0,67.0
5012,2.0,11,70.0,157,47.0,30.0,61.0,69.0,40.0,57.0,39.0,35.0,63.0,66.0,71.0,69.0,68.0,69.0,69.0,55.0,38.0,90.0,79.0,36.0,71.0,71.0,53.0,62.0,37.0,64.0,70.0,65.0,66.0
5013,1.0,4,77.0,170,11.0,19.0,12.0,38.0,17.0,11.0,12.0,20.0,30.0,15.0,36.0,42.0,28.0,70.0,21.0,23.0,62.0,31.0,70.0,12.0,32.0,19.0,13.0,22.0,25.0,67.0,15.0,19.0,20.0
5014,3.0,16,70.0,154,66.0,64.0,42.0,67.0,43.0,73.0,69.0,66.0,52.0,73.0,79.0,82.0,78.0,61.0,65.0,73.0,38.0,81.0,58.0,71.0,55.0,33.0,63.0,65.0,64.0,65.0,40.0,33.0,28.0
5015,3.0,16,68.0,143,65.0,59.0,44.0,66.0,63.0,71.0,57.0,50.0,53.0,72.0,88.0,90.0,89.0,60.0,83.0,68.0,43.0,77.0,46.0,63.0,38.0,21.0,61.0,60.0,58.0,74.0,66.0,22.0,23.0
5016,2.0,8,72.0,159,35.0,37.0,73.0,65.0,21.0,41.0,35.0,16.0,62.0,63.0,66.0,68.0,57.0,67.0,62.0,35.0,76.0,76.0,77.0,21.0,72.0,71.0,48.0,64.0,56.0,62.0,58.0,71.0,67.0
5017,2.0,19,70.0,172,71.0,35.0,63.0,61.0,53.0,62.0,34.0,39.0,62.0,55.0,74.0,73.0,71.0,71.0,64.0,62.0,63.0,86.0,73.0,46.0,74.0,73.0,53.0,35.0,61.0,65.0,65.0,65.0,66.0
5018,3.0,5,73.0,183,82.0,67.0,70.0,73.0,76.0,70.0,85.0,81.0,71.0,72.0,48.0,34.0,50.0,61.0,53.0,87.0,83.0,51.0,78.0,78.0,88.0,58.0,68.0,76.0,80.0,62.0,61.0,59.0,54.0
5019,3.0,12,71.0,163,66.0,62.0,67.0,71.0,71.0,72.0,64.0,61.0,58.0,67.0,72.0,74.0,81.0,68.0,64.0,56.0,48.0,51.0,52.0,54.0,48.0,40.0,70.0,73.0,64.0,67.0,28.0,51.0,40.0
5020,3.0,16,71.0,165,63.0,71.0,53.0,61.0,64.0,72.0,43.0,42.0,59.0,64.0,82.0,89.0,81.0,67.0,73.0,76.0,70.0,69.0,65.0,62.0,60.0,10.0,69.0,65.0,68.0,65.0,24.0,22.0,17.0
5021,1.0,4,72.0,172,15.0,13.0,16.0,27.0,11.0,11.0,11.0,15.0,30.0,14.0,55.0,43.0,62.0,68.0,65.0,12.0,75.0,30.0,68.0,13.0,26.0,25.0,16.0,39.0,15.0,51.0,23.0,12.0,13.0
5022,4.0,16,70.0,146,69.0,59.0,58.0,67.0,67.0,77.0,77.0,73.0,63.0,75.0,68.0,75.0,85.0,64.0,83.0,70.0,74.0,69.0,34.0,71.0,59.0,22.0,65.0,59.0,65.0,73.0,41.0,30.0,32.0
5023,2.0,11,74.0,196,35.0,28.0,67.0,70.0,55.0,58.0,39.0,43.0,68.0,68.0,74.0,69.0,66.0,62.0,60.0,74.0,84.0,79.0,90.0,58.0,72.0,65.0,56.0,58.0,33.0,66.0,70.0,68.0,63.0
5024,2.0,8,72.0,168,63.0,32.0,66.0,65.0,34.0,58.0,50.0,42.0,66.0,62.0,74.0,71.0,68.0,64.0,65.0,54.0,76.0,70.0,73.0,38.0,69.0,69.0,49.0,49.0,39.0,67.0,68.0,73.0,65.0
5025,3.0,19,68.0,141,68.0,47.0,42.0,64.0,30.0,63.0,62.0,55.0,60.0,65.0,79.0,78.0,82.0,64.0,80.0,46.0,79.0,87.0,36.0,49.0,80.0,67.0,62.0,61.0,39.0,69.0,66.0,70.0,67.0
5026,4.0,12,69.0,154,77.0,61.0,56.0,71.0,51.0,75.0,55.0,56.0,72.0,77.0,87.0,77.0,83.0,66.0,82.0,54.0,51.0,56.0,58.0,62.0,37.0,26.0,59.0,53.0,71.0,72.0,38.0,25.0,26.0
5027,3.0,12,68.0,148,63.0,62.0,42.0,74.0,75.0,67.0,71.0,60.0,64.0,73.0,57.0,51.0,70.0,72.0,78.0,62.0,60.0,45.0,55.0,63.0,60.0,54.0,68.0,75.0,66.0,74.0,39.0,45.0,48.0
5028,3.0,3,70.0,157,65.0,66.0,54.0,69.0,69.0,75.0,72.0,64.0,64.0,71.0,71.0,67.0,80.0,70.0,75.0,71.0,70.0,69.0,65.0,69.0,78.0,29.0,68.0,63.0,67.0,77.0,42.0,29.0,33.0
5029,3.0,11,67.0,152,51.0,63.0,68.0,74.0,49.0,69.0,80.0,68.0,70.0,72.0,59.0,64.0,82.0,69.0,83.0,69.0,70.0,81.0,69.0,73.0,76.0,62.0,71.0,76.0,70.0,70.0,61.0,64.0,59.0
5030,3.0,1,71.0,154,31.0,73.0,66.0,59.0,70.0,64.0,39.0,50.0,40.0,63.0,77.0,75.0,71.0,68.0,73.0,68.0,72.0,81.0,77.0,67.0,50.0,22.0,73.0,54.0,72.0,69.0,26.0,37.0,20.0
5031,3.0,1,67.0,150,66.0,67.0,48.0,65.0,65.0,70.0,66.0,42.0,46.0,69.0,82.0,87.0,92.0,64.0,71.0,65.0,61.0,90.0,62.0,62.0,56.0,38.0,67.0,66.0,57.0,60.0,28.0,29.0,22.0
5032,1.0,4,74.0,181,13.0,11.0,13.0,32.0,19.0,11.0,14.0,17.0,24.0,25.0,46.0,38.0,44.0,66.0,42.0,34.0,63.0,38.0,64.0,11.0,22.0,17.0,13.0,46.0,13.0,51.0,19.0,12.0,10.0
5033,2.0,19,70.0,168,68.0,42.0,59.0,69.0,48.0,61.0,67.0,66.0,52.0,66.0,71.0,67.0,73.0,65.0,72.0,47.0,74.0,79.0,71.0,54.0,66.0,66.0,61.0,59.0,51.0,67.0,63.0,71.0,72.0
5034,3.0,19,72.0,152,69.0,54.0,57.0,68.0,40.0,75.0,59.0,46.0,54.0,70.0,77.0,80.0,73.0,67.0,67.0,59.0,72.0,90.0,72.0,43.0,58.0,66.0,61.0,63.0,44.0,68.0,58.0,66.0,67.0
5035,3.0,5,72.0,168,72.0,60.0,64.0,73.0,64.0,76.0,67.0,69.0,69.0,77.0,60.0,64.0,73.0,67.0,67.0,67.0,53.0,71.0,71.0,66.0,46.0,43.0,69.0,70.0,58.0,65.0,40.0,47.0,41.0
5036,2.0,11,73.0,174,62.0,54.0,70.0,72.0,60.0,59.0,63.0,67.0,73.0,69.0,38.0,42.0,58.0,77.0,54.0,66.0,73.0,56.0,80.0,65.0,77.0,66.0,54.0,73.0,49.0,79.0,64.0,66.0,67.0
5037,2.0,8,71.0,174,28.0,27.0,74.0,50.0,33.0,45.0,32.0,32.0,45.0,46.0,67.0,70.0,57.0,63.0,57.0,56.0,94.0,54.0,85.0,25.0,72.0,66.0,39.0,34.0,42.0,66.0,65.0,69.0,68.0
5038,3.0,1,70.0,168,51.0,71.0,70.0,63.0,73.0,66.0,54.0,50.0,57.0,69.0,54.0,58.0,65.0,65.0,66.0,76.0,79.0,33.0,72.0,67.0,59.0,34.0,71.0,58.0,80.0,66.0,29.0,36.0,46.0
5039,3.0,11,67.0,154,61.0,49.0,61.0,73.0,62.0,71.0,58.0,59.0,77.0,70.0,39.0,41.0,60.0,64.0,68.0,69.0,65.0,40.0,61.0,66.0,77.0,68.0,58.0,69.0,50.0,75.0,71.0,74.0,69.0
5040,2.0,1,71.0,172,43.0,73.0,69.0,56.0,70.0,58.0,45.0,40.0,44.0,63.0,71.0,76.0,63.0,69.0,60.0,76.0,72.0,79.0,80.0,68.0,57.0,39.0,68.0,45.0,69.0,59.0,36.0,21.0,18.0
5041,3.0,1,71.0,141,48.0,70.0,67.0,53.0,58.0,71.0,60.0,30.0,53.0,68.0,87.0,85.0,71.0,70.0,67.0,67.0,75.0,64.0,62.0,42.0,46.0,27.0,73.0,55.0,65.0,71.0,23.0,30.0,23.0
5042,3.0,5,72.0,152,58.0,38.0,60.0,71.0,34.0,68.0,48.0,50.0,73.0,71.0,64.0,59.0,62.0,71.0,61.0,63.0,65.0,76.0,67.0,62.0,68.0,64.0,59.0,68.0,52.0,69.0,67.0,66.0,61.0
5043,3.0,5,69.0,157,70.0,31.0,51.0,73.0,42.0,72.0,71.0,59.0,72.0,73.0,75.0,66.0,77.0,73.0,77.0,67.0,73.0,67.0,66.0,52.0,59.0,73.0,53.0,70.0,62.0,74.0,64.0,76.0,75.0
5044,3.0,5,70.0,161,53.0,56.0,54.0,73.0,40.0,69.0,55.0,58.0,70.0,75.0,76.0,69.0,79.0,68.0,81.0,64.0,77.0,69.0,63.0,66.0,60.0,56.0,65.0,70.0,60.0,69.0,55.0,54.0,53.0
5045,3.0,1,74.0,170,58.0,72.0,72.0,68.0,58.0,72.0,36.0,29.0,51.0,75.0,65.0,33.0,67.0,62.0,56.0,72.0,65.0,54.0,77.0,58.0,49.0,19.0,73.0,50.0,59.0,59.0,40.0,18.0,22.0
5046,3.0,19,70.0,161,66.0,36.0,57.0,67.0,35.0,66.0,57.0,49.0,63.0,68.0,73.0,74.0,67.0,72.0,70.0,56.0,54.0,76.0,65.0,48.0,71.0,68.0,59.0,60.0,46.0,73.0,66.0,66.0,69.0
5047,2.0,8,72.0,170,66.0,52.0,70.0,63.0,46.0,55.0,58.0,59.0,61.0,60.0,62.0,63.0,61.0,66.0,72.0,67.0,73.0,74.0,76.0,51.0,80.0,69.0,59.0,46.0,54.0,65.0,65.0,67.0,66.0
5048,3.0,16,66.0,143,62.0,60.0,43.0,68.0,69.0,74.0,67.0,60.0,65.0,67.0,86.0,90.0,87.0,58.0,92.0,67.0,68.0,75.0,48.0,66.0,27.0,50.0,63.0,64.0,67.0,51.0,36.0,28.0,23.0
5049,3.0,16,70.0,161,70.0,66.0,58.0,68.0,63.0,68.0,66.0,65.0,66.0,68.0,76.0,74.0,71.0,68.0,71.0,70.0,73.0,64.0,66.0,70.0,68.0,58.0,67.0,70.0,67.0,64.0,42.0,56.0,55.0
5050,3.0,1,73.0,181,39.0,74.0,72.0,55.0,61.0,65.0,52.0,30.0,48.0,71.0,69.0,73.0,65.0,64.0,65.0,66.0,64.0,66.0,68.0,63.0,30.0,14.0,76.0,53.0,54.0,62.0,38.0,13.0,18.0
5051,4.0,3,72.0,172,69.0,62.0,64.0,73.0,63.0,77.0,44.0,57.0,64.0,76.0,58.0,56.0,73.0,73.0,58.0,52.0,49.0,53.0,55.0,67.0,44.0,31.0,74.0,70.0,59.0,72.0,17.0,44.0,48.0
5052,3.0,3,66.0,154,72.0,64.0,46.0,67.0,58.0,75.0,52.0,61.0,58.0,70.0,77.0,74.0,80.0,66.0,77.0,65.0,62.0,65.0,57.0,67.0,34.0,30.0,65.0,70.0,54.0,62.0,40.0,28.0,24.0
5053,3.0,19,71.0,159,68.0,48.0,58.0,63.0,31.0,66.0,46.0,42.0,65.0,65.0,90.0,85.0,78.0,66.0,65.0,45.0,71.0,79.0,60.0,60.0,65.0,68.0,58.0,62.0,46.0,55.0,63.0,68.0,64.0
5054,3.0,8,74.0,163,52.0,58.0,69.0,65.0,64.0,68.0,58.0,48.0,67.0,72.0,69.0,68.0,62.0,66.0,62.0,62.0,71.0,75.0,68.0,48.0,70.0,67.0,64.0,61.0,49.0,60.0,69.0,71.0,67.0
5055,3.0,19,67.0,143,64.0,33.0,50.0,62.0,36.0,68.0,53.0,43.0,56.0,64.0,85.0,81.0,84.0,66.0,79.0,54.0,69.0,77.0,46.0,34.0,62.0,72.0,41.0,50.0,42.0,62.0,65.0,70.0,66.0
5056,4.0,16,72.0,163,64.0,68.0,53.0,66.0,61.0,74.0,55.0,53.0,59.0,71.0,85.0,88.0,78.0,62.0,68.0,68.0,53.0,68.0,71.0,62.0,39.0,24.0,66.0,59.0,64.0,72.0,32.0,30.0,28.0
5057,3.0,16,74.0,165,65.0,66.0,58.0,69.0,61.0,74.0,75.0,74.0,65.0,72.0,78.0,74.0,79.0,65.0,68.0,68.0,71.0,74.0,72.0,65.0,79.0,41.0,67.0,66.0,71.0,73.0,46.0,39.0,33.0
5058,3.0,5,73.0,161,76.0,64.0,59.0,70.0,61.0,73.0,73.0,77.0,70.0,68.0,76.0,82.0,80.0,65.0,70.0,79.0,79.0,77.0,68.0,71.0,60.0,61.0,59.0,71.0,63.0,68.0,63.0,67.0,65.0
5059,2.0,8,76.0,165,52.0,35.0,67.0,70.0,46.0,59.0,32.0,49.0,60.0,65.0,64.0,66.0,57.0,64.0,65.0,52.0,80.0,84.0,78.0,41.0,70.0,68.0,49.0,71.0,45.0,66.0,64.0,71.0,65.0
5060,3.0,12,68.0,154,65.0,70.0,43.0,69.0,51.0,74.0,56.0,52.0,54.0,72.0,88.0,83.0,62.0,53.0,77.0,55.0,54.0,61.0,49.0,61.0,48.0,33.0,66.0,68.0,62.0,51.0,41.0,41.0,37.0
5061,3.0,1,72.0,163,63.0,69.0,67.0,70.0,66.0,72.0,68.0,69.0,67.0,73.0,66.0,68.0,74.0,70.0,76.0,67.0,67.0,76.0,68.0,64.0,57.0,25.0,71.0,67.0,78.0,75.0,36.0,27.0,19.0
